"gene_id","logfold"
"LOC111126949",-1.00489487957806
"LOC111128971",0.175785344577775
"LOC111119734",0.486715293760429
"LOC111123218",-0.299264723479766
"LOC111123219",1.42388303493164
"LOC111123220",-0.0767853352134322
"LOC111126210",-0.0978355532900892
"LOC111125122",-0.14660403685774
"LOC111124198",0.0896786208744174
"LOC111126886",0.37594419979319
"LOC111125023",0.851966204459953
"LOC111122823",-0.0752260923827741
"LOC111124199",-0.00776361111524793
"LOC111126983",-1.01020335922605
"LOC111126157",-0.00426588153624419
"LOC111125859",-0.215262620949202
"LOC111123543",-1.07735803213817
"LOC111123544",-0.950247556791157
"LOC111123547",-0.270974211208573
"LOC111123546",-0.842219637377238
"LOC111123545",-0.770378712215953
"LOC111101029",0.357865927223586
"LOC111122497",1.65642447406298
"LOC111122734",0.699466469533557
"LOC111125147",-0.110768713415365
"LOC111125148",0.0506549082540169
"LOC111124587",-0.153072520066399
"LOC111124585",-0.0924106727575431
"LOC111124589",0.00524125663244668
"LOC111124588",-0.0506750275628773
"LOC111122494",-0.255295155757942
"LOC111122495",-0.386433636362773
"LOC111123434",0.0605294370036624
"LOC111123435",0.413458088516084
"LOC111123436",-0.656281914391071
"LOC111123447",-1.06400862220245
"LOC111123443",2.85440100116103
"LOC111123438",-2.16860772673334
"LOC111123439",-0.195284960649307
"LOC111123440",1.32432148898604
"LOC111122602",0.101803397581768
"LOC111122603",0.00591118720072981
"LOC111122604",0.368704992424539
"LOC111122606",0.861577822060525
"LOC111123144",-0.021908273228699
"LOC111114472",-0.812741362066094
"LOC111123835",0.517219525680641
"LOC111122613",1.14860174286331
"LOC111127523",0.707072997231452
"LOC111126460",-0.0633112623074181
"LOC111126461",-0.0457951512940953
"LOC111125194",0.128855039316708
"LOC111125192",0.0542331409293073
"LOC111120685",-0.708856072954426
"LOC111125193",0.884038286367207
"LOC111123059",0.0109066934367061
"LOC111127473",0.994312885263157
"LOC111123243",0.192393402486785
"LOC111126105",-0.491430327259154
"LOC111126987",0.0689529652241281
"LOC111123901",0.172541549131349
"LOC111123900",0.136703798254134
"LOC111127293",-0.048766537235553
"LOC111124202",-0.0152217754752986
"LOC111120694",-0.187653854244852
"LOC111127011",-0.0204545252318153
"LOC111127175",-0.0949761802778273
"LOC111125726",0.258939862109641
"LOC111124716",-0.083352101320834
"LOC111124888",0.697982799991518
"LOC111124887",-0.0499974629725024
"LOC111123923",0.182539667852621
"LOC111124862",0.125477635109978
"LOC111125295",0.0360672909534929
"LOC111118525",-0.409470668636315
"LOC111125296",0.0318941804930963
"LOC111123422",0.134432393268693
"LOC111125492",0.00557040019713106
"LOC111125491",-0.217045319210644
"LOC111125823",-0.756331257998097
"LOC111104153",0.139678737216712
"LOC111119541",-1.76347804373592
"LOC111122863",-1.01717526704031
"LOC111125802",0.0077148576969468
"LOC111122795",0.0360781292017469
"LOC111126408",0.218945916724185
"LOC111125886",-0.172414042333965
"LOC111125888",-0.676365955220412
"LOC111125889",0.59467611757982
"LOC111126425",-0.0971666434013368
"LOC111126596",-0.295389259621333
"LOC111127075",-0.284486974689339
"LOC111122648",-0.493820347580597
"LOC111127369",0.100493075067476
"LOC111124002",0.0959860532084313
"LOC111103080",0.01142601191395
"LOC111127539",-0.103856569659594
"LOC111123970",-0.332856614224853
"LOC111126485",-1.69888735749381
"LOC111127487",-0.478141105934724
"LOC111106011",-0.0348296934858168
"LOC111126312",0.420383173488891
"LOC111125462",-0.0123951724124618
"LOC111125460",-0.0891900119450222
"LOC111120900",0.24361740690797
"LOC111123634",-0.0162424639578944
"LOC111123488",-0.29722804869636
"LOC111125819",-0.165830896827537
"LOC111127413",0.929309318407568
"LOC111127414",-0.299511788850491
"LOC111127411",-0.0374081435040772
"LOC111122514",-0.0691471032398643
"LOC111126366",0.231564092857635
"LOC111127098",0.761356379430433
"LOC111132096",0.364357556041468
"LOC111124720",-1.42929640811459
"LOC111124719",-0.0855073408290901
"LOC111122636",0.0899618023880135
"LOC111126043",-0.117108363097786
"LOC111125299",0.119586843329238
"LOC111125300",0.959080385290928
"LOC111125301",0.40094780904941
"LOC111126604",-0.0255623127221682
"LOC111126566",0.353631720621451
"LOC111126988",0.193852513916799
"LOC111122682",0.147898894840215
"LOC111126120",0.0407935207332182
"LOC111127220",0.338519932545239
"LOC111124650",-0.346961813107646
"LOC111127091",-0.0329872079369533
"LOC111124597",0.0805413956229275
"LOC111126703",-0.842135678687584
"LOC111126838",0.781368605155789
"LOC111125339",0.390112067989618
