"gene_id","diff"
"gbkey=Gene",-0.00953179385675562
"LOC111099029",0.0330166994892643
"LOC111099036",-0.0536221938258487
"LOC111099040",0.0176704014939308
"LOC111099043",0.00629607192682724
"LOC111099050",-0.0435984225616156
"LOC111099053",0.00782541112112956
"LOC111099056",-0.057745080497229
"LOC111099063",-0.0397369738156959
"LOC111099065",-0.0165110918549133
"LOC111099067",0.0145809322824972
"LOC111099071",0.00613264567071725
"LOC111099073",-0.0144903887690723
"LOC111099079",-0.0179906925734032
"LOC111099081",-0.00117694132940249
"LOC111099095",-0.0560161108907125
"LOC111099097",-0.0238698763081658
"LOC111099101",0.00382310345372072
"LOC111099102",-0.0269412511906085
"LOC111099104",0.00913963447420385
"LOC111099105",-0.0139227929256638
"LOC111099109",0.0502860411550267
"LOC111099112",-0.026391955170445
"LOC111099115",-0.000560586277807307
"LOC111099123",0.00823226538351385
"LOC111099125",0.00188917494964436
"LOC111099140",-0.0664642527921825
"LOC111099143",-0.130290997929209
"LOC111099147",-0.00281549734887532
"LOC111099153",-0.0210132070552349
"LOC111099156",-0.0485257658975999
"LOC111099157",-0.00993439686836217
"LOC111099161",0.0097763720204046
"LOC111099168",-0.0517693856027829
"LOC111099174",0.00508956498117386
"LOC111099183",-0.00857159997514401
"LOC111099192",-0.0545887280942313
"LOC111099196",-0.00762685812272035
"LOC111099200",-0.0040648183398998
"LOC111099203",-0.0454254862857962
"LOC111099209",-0.00552287759374903
"LOC111099210",-0.00756989188116042
"LOC111099211",-0.0199737336790561
"LOC111099212",-0.00530836371108578
"LOC111099216",-0.00666616837072986
"LOC111099217",-0.0751716597049085
"LOC111099218",-0.00942098297115812
"LOC111099220",-0.0805591020570721
"LOC111099222",-0.0139585106330085
"LOC111099262",-0.0509195275021934
"LOC111099300",-0.0412964906919222
"LOC111099327",-0.00751658046578274
"LOC111099343",-0.0178977075476534
"LOC111099359",-0.0176171478057433
"LOC111099408",-0.0625664323208216
"LOC111099417",0.022206946978231
"LOC111099419",0.0261270213472606
"LOC111099424",-0.0390054585956232
"LOC111099426",-0.02039156249009
"LOC111099427",0.0109761056889657
"LOC111099438",-0.0177808293274239
"LOC111099440",-0.00432864848876335
"LOC111099442",-0.0399444011265878
"LOC111099446",-0.00606878853066128
"LOC111099454",-0.00464776777111253
"LOC111099458",-0.0547911610218774
"LOC111099459",-0.036982315819477
"LOC111099460",-0.0217232695385192
"LOC111099471",-0.0388469592083001
"LOC111099478",-0.00241714492857881
"LOC111099479",-0.0820448993186618
"LOC111099481",-0.00880833782099144
"LOC111099483",-0.00504818255291628
"LOC111099484",-0.0106970659980039
"LOC111099496",0.00713931118028255
"LOC111099502",-0.0430106613690567
"LOC111099508",-0.0947295170451068
"LOC111099509",0.0623657644404231
"LOC111099517",0.0109828446523506
"LOC111099519",-0.0334030651997289
"LOC111099522",-0.160777353706425
"LOC111099524",-0.0111463519559578
"LOC111099531",-0.0370447255030546
"LOC111099538",0.00456163758749839
"LOC111099545",-0.0172169378446749
"LOC111099548",-0.0313367437821236
"LOC111099557",0.0462173709697322
"LOC111099567",-0.0293281483483578
"LOC111099571",-0.0319834092553439
"LOC111099573",0.03341976778252
"LOC111099580",-0.00773319973943964
"LOC111099582",0.0721378372218561
"LOC111099584",-0.0453505454990053
"LOC111099587",-0.0175456795518838
"LOC111099593",0.00821981467909516
"LOC111099596",-0.0272902873022124
"LOC111099598",-0.013785610488781
"LOC111099601",0.00668817661471022
"LOC111099603",-0.028101996698581
"LOC111099604",-0.0228665869732081
"LOC111099610",-0.0142120666893011
"LOC111099611",-0.0147835830443098
"LOC111099612",-0.0101095024211338
"LOC111099613",-0.0432658813984358
"LOC111099614",-0.0257582292871261
"LOC111099617",-0.0284425614764235
"LOC111099623",-0.0020030435426841
"LOC111099625",-0.000755518960603552
"LOC111099626",-0.0053607072111288
"LOC111099645",-0.0495881006513631
"LOC111099646",-0.00199449107077765
"LOC111099648",0.0521459155472926
"LOC111099655",-0.0247413807989245
"LOC111099657",-0.0230207688093919
"LOC111099659",-0.00992747852645914
"LOC111099660",-0.0115485700449404
"LOC111099664",-0.0238892925787515
"LOC111099665",-0.0278601167255298
"LOC111099687",-0.00818015937520644
"LOC111099689",-0.0159926763631597
"LOC111099690",-0.0351441070578793
"LOC111099692",-0.0188656299812829
"LOC111099693",-0.0134939032466865
"LOC111099696",0.0700899714903429
"LOC111099702",0.0315887196401891
"LOC111099715",-0.0447140176635765
"LOC111099722",-0.0219457058700643
"LOC111099723",0.0625965108367311
"LOC111099724",-0.00047739088031884
"LOC111099729",-0.0167649235925241
"LOC111099731",-0.0359182604708477
"LOC111099734",-0.0413596213418262
"LOC111099735",-0.115759285391599
"LOC111099736",0.0705333462359135
"LOC111099737",0.0100564995526204
"LOC111099741",-0.00609411366327151
"LOC111099746",-0.0163948051193565
"LOC111099748",-0.0173017152014971
"LOC111099754",-0.00331801474311733
"LOC111099763",0.0119389718789481
"LOC111099767",-0.0217908547126923
"LOC111099772",-0.0162873441800817
"LOC111099781",-0.0303816012636349
"LOC111099802",-0.0274660803280861
"LOC111099803",-0.0840885825173332
"LOC111099804",-0.00381565211305701
"LOC111099808",-0.017816281336175
"LOC111099812",0.0449999277334199
"LOC111099822",-0.0069123269449215
"LOC111099846",-0.0262997838383408
"LOC111099857",-0.0374135681125796
"LOC111099870",-0.00310236827076371
"LOC111099882",0.0151388884879686
"LOC111099884",-0.0074451137166458
"LOC111099886",-0.0394633207561874
"LOC111099887",0.0038928172547118
"LOC111099904",0.0308336524124991
"LOC111099911",-0.0304957049762835
"LOC111099918",-0.0155086028118354
"LOC111099922",-0.0516059698498017
"LOC111099923",0.0257075202241118
"LOC111099928",0.0323125319412003
"LOC111099929",-0.0404677293361905
"LOC111099932",-0.00802817067956818
"LOC111099941",0.0127549504080577
"LOC111099942",-0.00734601216297981
"LOC111099945",-0.0370918073391843
"LOC111099956",-0.0274091866776522
"LOC111099958",0.0371203650874623
"LOC111099975",-0.0393514784408138
"LOC111099980",-0.00347384252735206
"LOC111099982",-0.010438197784874
"LOC111099995",-0.0172985945903191
"LOC111099998",0.0605053913811341
"LOC111100000",0.0605053913811341
"LOC111100013",-0.00113626222704666
"LOC111100017",-0.0239566197929851
"LOC111100020",-0.000574833349560655
"LOC111100029",-0.0364715951923898
"LOC111100031",-0.0692070342046149
"LOC111100032",-0.00697995063607004
"LOC111100034",0.00955420702964005
"LOC111100040",-0.0159787260344042
"LOC111100042",0.0526259098474372
"LOC111100043",-0.00628625688954709
"LOC111100047",-0.000914062882832134
"LOC111100074",0.0121950043809972
"LOC111100085",-0.0212305796884715
"LOC111100089",0.000622822585660598
"LOC111100090",0.00651302213057614
"LOC111100092",-0.0134989252844042
"LOC111100100",-0.0719597715331302
"LOC111100101",0.00512013613165696
"LOC111100112",0.000141941047030802
"LOC111100143",-0.00607972560684122
"LOC111100144",-0.0709980281368539
"LOC111100148",-0.0176717655545193
"LOC111100154",0.00737947745363565
"LOC111100158",-0.0105054526282308
"LOC111100165",0.0080937430143051
"LOC111100168",0.0284037948450543
"LOC111100176",-0.0293672141810679
"LOC111100179",-0.00794120301767165
"LOC111100182",-0.0111347394985174
"LOC111100186",-0.0698637244737127
"LOC111100187",0.0153192161619641
"LOC111100188",-0.0132610158574193
"LOC111100190",9.27556658530948e-05
"LOC111100192",-0.0739690211306415
"LOC111100203",-0.0405242485414748
"LOC111100220",-0.012491817881612
"LOC111100222",-0.0231501580933405
"LOC111100231",-0.0361135512223864
"LOC111100238",0.00926944831817089
"LOC111100239",-0.0345844558516729
"LOC111100241",-0.0200598564360374
"LOC111100242",-0.0838011793721495
"LOC111100266",0.00434264135565077
"LOC111100272",-0.0150266314965187
"LOC111100273",-0.0507694223596329
"LOC111100274",-0.0664046926538227
"LOC111100275",0.00391875880199577
"LOC111100277",-0.0101622184399848
"LOC111100279",-0.00441606227349234
"LOC111100287",0.0053612751640022
"LOC111100288",0.0127221827206968
"LOC111100303",0.0303223263102135
"LOC111100305",-0.0332824922157976
"LOC111100311",-0.0198189996463989
"LOC111100314",0.00125059098161873
"LOC111100321",-0.01541138792026
"LOC111100323",-0.00377508707137719
"LOC111100327",0.00373686538051032
"LOC111100336",-0.0115285271495418
"LOC111100339",-0.0187165636129234
"LOC111100343",-0.0936401433929558
"LOC111100344",0.0209162126454895
"LOC111100349",-0.0154952281234955
"LOC111100350",-0.0407276414842846
"LOC111100351",-0.024496389298409
"LOC111100355",-0.00535768616109444
"LOC111100362",-0.010662874497138
"LOC111100364",-0.00734158407458096
"LOC111100366",-0.121166393693448
"LOC111100367",-0.0306206503105007
"LOC111100371",-0.0310870156455453
"LOC111100372",-0.00379394199220573
"LOC111100373",-0.0233148214525508
"LOC111100376",-0.0475369999458309
"LOC111100378",-0.0013075635529326
"LOC111100380",0.000212009131217772
"LOC111100381",0.00534900540318906
"LOC111100382",0.00319693790836995
"LOC111100384",-0.0187082116204008
"LOC111100385",-0.0278472830094033
"LOC111100386",-0.0719552413486929
"LOC111100392",-0.00425060615287898
"LOC111100393",-0.010755575575185
"LOC111100394",0.0127372030494007
"LOC111100396",-0.0517835407153295
"LOC111100398",-0.0113136798080112
"LOC111100399",0.00166048778809536
"LOC111100401",0.00195145166193467
"LOC111100402",-0.0242469897122444
"LOC111100403",-0.0292880010488588
"LOC111100406",-0.0375604316277511
"LOC111100408",0.0267927156261758
"LOC111100410",-0.00913101555424833
"LOC111100412",-0.0583749284470585
"LOC111100413",-0.0258197489064379
"LOC111100415",-0.0445211724559376
"LOC111100416",0.0231831244860328
"LOC111100419",-0.0120594838553167
"LOC111100420",0.0133483596361991
"LOC111100424",-0.00733002021694062
"LOC111100425",-0.0637828005342507
"LOC111100426",-0.0480633949668794
"LOC111100430",0.01343694166845
"LOC111100439",0.0120563589849958
"LOC111100441",0.00867402052326982
"LOC111100451",-0.0380869895030552
"LOC111100454",0.0502369176510481
"LOC111100458",-0.0158246284938381
"LOC111100460",0.103969875268437
"LOC111100466",-0.0143683693145772
"LOC111100475",-0.00681178313169972
"LOC111100477",-0.0319548246671546
"LOC111100478",-0.0600990731773735
"LOC111100481",-0.0196433072424139
"LOC111100482",0.0340281634896011
"LOC111100485",-0.0865580596263287
"LOC111100486",-0.0587542963964064
"LOC111100487",-0.042433439127833
"LOC111100492",-0.00215583959332177
"LOC111100499",0.00530401480528475
"LOC111100500",-0.0296057418428438
"LOC111100502",0.00858639458481403
"LOC111100510",0.00304239650799731
"LOC111100511",0.0369653287676307
"LOC111100516",-0.000298068194339529
"LOC111100522",-0.0167969623063552
"LOC111100523",-0.0165537898801907
"LOC111100539",-0.026067145195869
"LOC111100540",0.010157489032947
"LOC111100542",0.0222762064199779
"LOC111100544",-0.090087063681809
"LOC111100546",0.00771118574922791
"LOC111100547",-0.0390169142598755
"LOC111100548",0.00632901965401467
"LOC111100549",-0.0150495878702676
"LOC111100555",-0.00393029744648454
"LOC111100556",-0.0158766144187675
"LOC111100559",-0.00509770015960087
"LOC111100561",-0.00170687423596494
"LOC111100562",-0.000444162874303822
"LOC111100563",-0.0444521595219075
"LOC111100566",-0.0074991356222075
"LOC111100568",-0.038502620534952
"LOC111100569",0.0124323281121931
"LOC111100570",-0.0553098982513905
"LOC111100571",0.0273886813512431
"LOC111100574",0.00440265913466498
"LOC111100575",-0.0256029768462871
"LOC111100578",-0.0405200924038489
"LOC111100579",0.0375469436191038
"LOC111100580",-0.00130550163432663
"LOC111100581",0.00470809525494031
"LOC111100582",0.00185068924394027
