"gene_id","logfold"
"LOC111126949",0.269865306839736
"LOC111128971",0.2764526605534
"LOC111119734",0.200908377672787
"LOC111123218",-0.174412118434385
"LOC111123219",-0.0672377758014158
"LOC111123220",-0.0898197280470612
"LOC111126210",-0.00977320219829236
"LOC111125122",-0.253452253405507
"LOC111124198",0.202584442555063
"LOC111126886",0.747353622073295
"LOC111125023",-0.0856489247319545
"LOC111122823",-0.102762146801686
"LOC111124199",-0.0512003220567481
"LOC111126983",2.49208954599862
"LOC111126157",0.0741077985146461
"LOC111125859",-0.159449426848568
"LOC111123543",0.162450892756955
"LOC111123544",-2.19910545499289
"LOC111123547",-0.0230044394330244
"LOC111123546",-0.0723367585322956
"LOC111123545",-0.438249444802158
"LOC111101029",0.108985445049727
"LOC111122497",-0.134720506754557
"LOC111122734",-0.644764596777373
"LOC111125147",0.0895501652646491
"LOC111125148",0.0080179472448394
"LOC111124587",-0.1212049541689
"LOC111124585",-0.0154235345754365
"LOC111124589",-0.0716528093602635
"LOC111124588",-0.0910034161660951
"LOC111122494",0.359979201749353
"LOC111122495",-0.232100718742787
"LOC111123434",-0.166459486398167
"LOC111123435",0.542411766437676
"LOC111123436",-1.10194059107549
"LOC111123447",1.34301421949249
"LOC111123443",0.422397612380921
"LOC111123438",-3.05089391588661
"LOC111123439",0.940528067526965
"LOC111123440",2.00096049893793
"LOC111122602",-0.113239158822774
"LOC111122603",-0.140730742091754
"LOC111122604",-0.0982129077616172
"LOC111122606",0.817245850867835
"LOC111123144",-0.0263107083501533
"LOC111114472",0.989356654548011
"LOC111123835",-0.0165450499532547
"LOC111122613",0.656104051951823
"LOC111127523",-0.0333190784577262
"LOC111126460",0.655367864943691
"LOC111126461",0.0628666469629129
"LOC111125194",0.111556813284206
"LOC111125192",0.0775837886850965
"LOC111120685",-0.489254621936594
"LOC111125193",0.334102352268288
"LOC111123059",0.34880059316953
"LOC111127473",0.133278018799269
"LOC111123243",0.0863416187624093
"LOC111126105",-0.14937019751786
"LOC111126987",0.790253647086985
"LOC111123901",0.0640518294554289
"LOC111123900",0.177978759490956
"LOC111127293",0.504669757975053
"LOC111124202",0.0294589331347499
"LOC111120694",-0.126645720493872
"LOC111127011",0.0925129248864396
"LOC111127175",-0.0281879771590674
"LOC111125726",0.0218625193376285
"LOC111124716",-0.0835884917267329
"LOC111124888",0.49172743408184
"LOC111124887",0.0832143055004044
"LOC111123923",0.400898628176732
"LOC111124862",0.199579533321902
"LOC111125295",0.762180830916955
"LOC111118525",-0.029756025787427
"LOC111125296",0.167895132927076
"LOC111123422",0.233451745145583
"LOC111125492",-0.0242375981951923
"LOC111125491",-0.186482148019386
"LOC111125823",-0.274721283814786
"LOC111104153",0.164916711950698
"LOC111119541",1.34394253995928
"LOC111122863",-0.306519091160081
"LOC111125802",0.255778072642137
"LOC111122795",-0.0953221381914231
"LOC111126408",0.0114835231025268
"LOC111125886",-0.514957377172697
