"gene_id","diff"
"gbkey=Gene",0.00487810319838877
"LOC111099029",0.00190370101845816
"LOC111099036",-0.00771104021724622
"LOC111099040",-0.0403822728865174
"LOC111099043",-0.0305887627212995
"LOC111099050",0.00605789073226948
"LOC111099053",0.00635960863162044
"LOC111099056",0.100193653158549
"LOC111099063",0.00987905541417211
"LOC111099065",-0.00542387157434332
"LOC111099067",-0.0407166649102511
"LOC111099071",0.00784914778390056
"LOC111099073",-0.0482491002544952
"LOC111099079",-0.00443233060098824
"LOC111099081",-0.00212304540253627
"LOC111099095",-0.0519666387171295
"LOC111099097",0.000850976919188007
"LOC111099101",0.0153891877819277
"LOC111099102",-0.00279546242806039
"LOC111099104",0.00182037777016963
"LOC111099105",-0.00665652244312942
"LOC111099109",-0.0214055060518917
"LOC111099112",-0.0153095736862595
"LOC111099115",-0.00324154007412925
"LOC111099123",0.0167159857507416
"LOC111099125",0.0774818239003675
"LOC111099140",-0.0801946497236929
"LOC111099143",-0.0282463337484313
"LOC111099147",-0.0125843221144795
"LOC111099153",-0.0156512822203204
"LOC111099156",0.0175508242274267
"LOC111099157",0.00809994311412954
"LOC111099161",-0.0364895553375822
"LOC111099168",-0.00400396886840459
"LOC111099174",0.0207242898083644
"LOC111099183",-0.00657758357232796
"LOC111099192",-0.020843788148335
"LOC111099196",-0.00200082088019637
"LOC111099200",-0.0079841040831572
"LOC111099203",-0.00279375040679963
"LOC111099209",0.00758620127426568
"LOC111099210",-0.0138763302786727
"LOC111099211",-0.0179784656171793
"LOC111099212",0.00568852898553951
"LOC111099216",-0.0272276819745658
"LOC111099217",-0.0633291997457525
"LOC111099218",-0.023705419482429
"LOC111099220",0.0286864765655566
"LOC111099222",-0.00231862610805833
"LOC111099262",0.0330331108487739
"LOC111099300",-0.0132701113837496
"LOC111099327",-0.0425729163414158
"LOC111099343",-0.0219825403694718
"LOC111099359",0.0281170082692027
"LOC111099408",0.0458409457880428
"LOC111099417",-0.0567129303492478
"LOC111099419",-0.0443427287737529
"LOC111099424",0.00831127119003572
"LOC111099426",-0.0046836989051241
"LOC111099427",-0.0276179694997657
"LOC111099438",-0.0394666315634004
"LOC111099440",0.00637595949984127
"LOC111099442",0.0640646884485117
"LOC111099446",-0.038200172810462
"LOC111099454",0.0221383496648843
"LOC111099458",0.0267823821801207
"LOC111099459",-0.0225844502355278
"LOC111099460",0.00887651224908603
"LOC111099471",-0.0666728777925842
"LOC111099478",0.0280139013530779
"LOC111099479",-0.0504066154159086
"LOC111099481",0.0412191913073425
"LOC111099483",-0.0282406571067073
"LOC111099484",-0.0080375423542578
"LOC111099496",0.0407102372139838
"LOC111099502",-0.017640278781123
"LOC111099508",0.0287672116557401
"LOC111099509",-0.00726607599843099
"LOC111099517",-0.00960591536883415
"LOC111099519",-0.0042726913672515
"LOC111099522",0.00706639367623318
"LOC111099524",-0.0146710875935198
"LOC111099531",-0.0277878438485538
"LOC111099538",-0.00552586261702315
"LOC111099545",-0.0317956275580611
"LOC111099548",-0.00365522906978299
"LOC111099557",0.0174535980382732
"LOC111099567",-0.0137594362834582
"LOC111099571",0.000711745601949643
"LOC111099573",0.00258345041281915
"LOC111099580",-0.0160634796945559
"LOC111099582",0.0639574894892493
"LOC111099584",-0.0228760384751073
"LOC111099587",-0.00181372822588621
"LOC111099593",0.00573158935062124
"LOC111099596",-0.0154129657422942
"LOC111099598",-0.0388097780809573
"LOC111099601",0.051779321139433
"LOC111099603",0.00372688413760058
