"","Date","tankID","Temp_Complete","Sal_Complete","CT_Complete","AT_Complete","pH_Complete","pCO2_Complete","CaSat_Complete","ArgSat_Complete","Temp_2W","Sal_2W","pH_NBS_2W","pH_SW_2W","pH_Total_2W","pH_scaleFree_2W"
"77",2017-07-24,13,17.6166666666667,30.87,1921.69333333333,2101.055,7.64,1163.68333333333,1.78666666666667,1.14333333333333,18.2428571428571,30.9567142857143,7.84285714285714,7.71157142857143,7.72028571428571,7.54914285714286
"78",2017-08-23,13,17.9375,30.89375,1958.22625,2110.59375,7.64,1143.58125,1.8,1.15375,19.2285714285714,31.2681428571429,7.83442857142857,7.69842857142857,7.70742857142857,7.52871428571429
"79",2017-06-05,14,18,30.52,2007.97,2083.55,7.68,966.6,1.85,1.18,18,30.523,7.831,7.701,7.709,7.541
"80",2017-06-06,14,18,30.52,2007.97,2083.55,7.68,966.6,1.85,1.18,18.25,30.3735,7.8225,7.6925,7.7005,7.534
"81",2017-06-13,14,17.7,30.305,1535.61,2067.475,7.74,837.75,2.05,1.31,17.76,30.2402,7.8642,7.7336,7.7422,7.5768
"82",2017-06-26,14,17.4,30.5866666666667,1701.57,2094.36666666667,7.76,800.533333333333,2.15666666666667,1.38,17.0571428571429,30.7148571428571,7.93485714285714,7.80428571428571,7.813,7.64314285714286
"83",2017-07-24,14,17.6,30.808,1851.244,2116.454,7.72,893.04,2.038,1.306,18.2142857142857,30.9807142857143,7.84314285714286,7.71171428571429,7.72042857142857,7.54857142857143
"84",2017-08-23,14,17.9714285714286,30.8528571428571,1907.01142857143,2123.12142857143,7.71714285714286,906.257142857143,2.06428571428571,1.32285714285714,19.2428571428571,31.2681428571429,7.833,7.697,7.706,7.52671428571429
"85",2017-06-05,15,18.1,30.52,2011.74,2076.42,7.64,1054.6,1.71,1.1,18.1,30.523,7.837,7.706,7.715,7.547
"86",2017-06-06,15,18.1,30.52,2011.74,2076.42,7.64,1054.6,1.71,1.1,18.3,30.323,7.8365,7.7055,7.7145,7.5485
"87",2017-06-13,15,17.75,30.305,2009.12,2057.655,7.715,882.15,1.965,1.26,17.78,30.22,7.872,7.7412,7.75,7.585
"88",2017-06-26,15,17.4333333333333,30.5633333333333,2016.93666666667,2088.85333333333,7.74666666666667,823.433333333333,2.12,1.35666666666667,17.0714285714286,30.7054285714286,7.94457142857143,7.814,7.82257142857143,7.65285714285714
"89",2017-07-24,15,17.62,30.794,2039.974,2109.466,7.702,931.72,1.976,1.266,18.2285714285714,30.9662857142857,7.84071428571429,7.70914285714286,7.71785714285714,7.54642857142857
"90",2017-08-23,15,17.9857142857143,30.8428571428571,2040.45142857143,2118.39142857143,7.71,918.114285714286,2.03857142857143,1.30714285714286,19.2285714285714,31.2681428571429,7.83928571428571,7.70328571428571,7.71228571428571,7.53342857142857
"91",2017-06-05,16,17.6,30.52,2168.98,2115.12,7.26,2746.6,0.74,0.47,17.6,30.523,7.358,7.227,7.236,7.068
"92",2017-06-06,16,17.6,30.52,2168.98,2115.12,7.26,2746.6,0.74,0.47,17.7,30.34,7.37,7.239,7.248,7.0815
"93",2017-06-13,16,17.3,30.325,2153.045,2086.22,7.22,2961.1,0.665,0.425,17.26,30.2472,7.442,7.3112,7.32,7.1544
"94",2017-06-26,16,17.1,30.5766666666667,2175.18333333333,2113.23666666667,7.23666666666667,2868.86666666667,0.696666666666667,0.446666666666667,16.9428571428571,30.6911428571429,7.57628571428571,7.44557142857143,7.45442857142857,7.28457142857143
"95",2017-07-24,16,17.5833333333333,30.8866666666667,2203.43333333333,2147.715,7.25,2829.08333333333,0.753333333333333,0.483333333333333,18.5714285714286,31.0091428571429,7.33128571428571,7.19971428571429,7.20842857142857,7.03657142857143
"96",2017-08-23,16,17.925,30.89875,2223.64625,2166.1425,7.2425,2909.24125,0.75625,0.485,19.3428571428571,31.2587142857143,7.33928571428571,7.20342857142857,7.21242857142857,7.03328571428571
"97",2017-06-05,17,17.6,30.52,2170.23,2115.39,7.25,2766.5,0.73,0.47,17.6,30.523,7.38,7.25,7.258,7.09
"98",2017-06-06,17,17.6,30.52,2170.23,2115.39,7.25,2766.5,0.73,0.47,17.55,30.3735,7.3785,7.248,7.2565,7.09
"99",2017-06-13,17,17.3,30.305,2147.815,2089.1,7.24,2792.45,0.695,0.445,17.18,30.2402,7.4384,7.3076,7.3164,7.151
"100",2017-06-26,17,17.1,30.5633333333333,2170.6,2117.22,7.26,2698.2,0.736666666666667,0.47,16.9428571428571,30.715,7.57542857142857,7.44528571428571,7.45357142857143,7.28385714285714
"101",2017-07-24,17,17.5666666666667,30.8866666666667,2193.19166666667,2148.97833333333,7.28666666666667,2608.58333333333,0.815,0.521666666666667,18.5571428571429,31.0187142857143,7.338,7.20642857142857,7.21514285714286,7.04314285714286
"102",2017-08-23,17,17.9125,30.89375,2213.4225,2158.3925,7.2525,2879.04625,0.77625,0.4975,19.3571428571429,31.2538571428571,7.35214285714286,7.21614285714286,7.22514285714286,7.04628571428571
"103",2017-06-05,18,17.6,30.52,2168.47,2112.64,7.25,2784.4,0.73,0.46,17.6,30.523,7.386,7.255,7.264,7.096
"104",2017-06-06,18,17.6,30.52,2168.47,2112.64,7.25,2784.4,0.73,0.46,17.55,30.323,7.381,7.25,7.259,7.093
"105",2017-06-13,18,17.3,30.305,2139.18,2085.13,7.255,2696.95,0.72,0.455,17.18,30.22,7.428,7.297,7.306,7.1408
"106",2017-06-26,18,17.1,30.5633333333333,2165.96,2112.23666666667,7.26,2698.2,0.733333333333333,0.466666666666667,16.9571428571429,30.7148571428571,7.57128571428571,7.44071428571429,7.44957142857143,7.27942857142857
"107",2017-07-24,18,17.5833333333333,30.88,2213.05,2148.915,7.22666666666667,2996.96666666667,0.708333333333333,0.451666666666667,18.5714285714286,30.9852857142857,7.32957142857143,7.19785714285714,7.20671428571429,7.03514285714286
"108",2017-08-23,18,17.925,30.88875,2231.70875,2166.04375,7.22,3073.76125,0.71375,0.455,19.3428571428571,31.2538571428571,7.33757142857143,7.20157142857143,7.21057142857143,7.03185714285714
