Date,Date_WQ,PCO2,Shelf,Tank,TankID,acclimation_experimental,Exp_Temp,Sal_Corr,Temperature,pH_scaleFree,pH_NBS,pH_SW,pH_Total
2017-08-09,20170809,550,1,1,1,Exposure_80,19.5,30.83,18.9,7.723,8.024,7.888,7.897
2017-08-09,20170809,550,1,2,2,Exposure_80,19.5,30.931,18.9,7.723,8.025,7.889,7.898
2017-08-09,20170809,550,1,3,3,Exposure_80,19.5,30.83,18.9,7.728,8.03,7.894,7.903
2017-08-09,20170809,550,2,1,4,Exposure_80,19.5,31.133,18.6,7.74,8.045,7.909,7.918
2017-08-09,20170809,550,2,2,5,Exposure_80,19.5,31.133,18.6,7.728,8.033,7.897,7.906
2017-08-09,20170809,550,2,3,6,Exposure_80,19.5,31.133,18.6,7.74,8.045,7.909,7.918
2017-08-09,20170809,1000,3,1,7,Exposure_80,19.5,31.032,19.5,7.465,7.768,7.632,7.641
2017-08-09,20170809,1000,3,2,8,Exposure_80,19.5,31.032,19.5,7.476,7.78,7.644,7.653
2017-08-09,20170809,1000,3,3,9,Exposure_80,19.5,31.032,19.5,7.482,7.785,7.65,7.659
2017-08-09,20170809,2800,4,1,10,Exposure_80,19.5,31.032,19,6.966,7.269,7.133,7.142
2017-08-09,20170809,2800,4,2,11,Exposure_80,19.5,31.032,19,6.983,7.286,7.15,7.159
2017-08-09,20170809,2800,4,3,12,Exposure_80,19.5,31.032,19,6.983,7.286,7.15,7.159
2017-08-09,20170809,1000,5,1,13,Exposure_80,19.5,31.032,19.4,7.499,7.803,7.667,7.676
2017-08-09,20170809,1000,5,2,14,Exposure_80,19.5,31.032,19.4,7.499,7.803,7.667,7.676
2017-08-09,20170809,1000,5,3,15,Exposure_80,19.5,31.032,19.4,7.505,7.808,7.672,7.681
2017-08-09,20170809,2800,6,1,16,Exposure_80,19.5,31.066,18.8,7,7.304,7.168,7.177
2017-08-09,20170809,2800,6,2,17,Exposure_80,19.5,31.032,18.8,7,7.304,7.168,7.177
2017-08-09,20170809,2800,6,3,18,Exposure_80,19.5,31.032,18.8,7,7.304,7.168,7.177
2017-08-11,20170811,550,1,1,1,Exposure_80,19.5,30.918,19.8,7.787,8.089,7.953,7.962
2017-08-11,20170811,550,1,2,2,Exposure_80,19.5,30.918,19.7,7.803,8.106,7.97,7.979
2017-08-11,20170811,550,1,3,3,Exposure_80,19.5,31.018,19.8,7.803,8.107,7.971,7.98
2017-08-11,20170811,550,2,1,4,Exposure_80,19.5,30.918,19.6,7.82,8.122,7.986,7.995
2017-08-11,20170811,550,2,2,5,Exposure_80,19.5,31.018,19.6,7.82,8.123,7.987,7.996
2017-08-11,20170811,550,2,3,6,Exposure_80,19.5,30.918,19.6,7.803,8.106,7.97,7.979
2017-08-11,20170811,1000,3,1,7,Exposure_80,19.5,31.018,20,7.574,7.877,7.741,7.75
2017-08-11,20170811,1000,3,2,8,Exposure_80,19.5,31.018,20.1,7.541,7.844,7.709,7.718
2017-08-11,20170811,1000,3,3,9,Exposure_80,19.5,31.018,20,7.557,7.861,7.725,7.734
2017-08-11,20170811,2800,4,1,10,Exposure_80,19.5,31.018,19.4,7.115,7.418,7.282,7.291
2017-08-11,20170811,2800,4,2,11,Exposure_80,19.5,31.018,19.4,7.098,7.402,7.266,7.275
2017-08-11,20170811,2800,4,3,12,Exposure_80,19.5,31.018,19.4,7.115,7.418,7.282,7.291
2017-08-11,20170811,1000,5,1,13,Exposure_80,19.5,31.018,19.2,7.525,7.828,7.692,7.701
2017-08-11,20170811,1000,5,2,14,Exposure_80,19.5,31.018,19.2,7.525,7.828,7.692,7.701
2017-08-11,20170811,1000,5,3,15,Exposure_80,19.5,31.018,19.2,7.525,7.828,7.692,7.701
2017-08-11,20170811,2800,6,1,16,Exposure_80,19.5,31.018,19.5,7.087,7.391,7.255,7.264
2017-08-11,20170811,2800,6,2,17,Exposure_80,19.5,31.018,19.5,7.115,7.418,7.282,7.291
2017-08-11,20170811,2800,6,3,18,Exposure_80,19.5,31.018,19.5,7.082,7.385,7.249,7.258
2017-08-14,20170814,550,1,1,1,Exposure_80,19.5,30.586,19.4,7.743,8.042,7.906,7.915
2017-08-14,20170814,550,1,2,2,Exposure_80,19.5,30.586,19.4,7.754,8.053,7.918,7.927
2017-08-14,20170814,550,1,3,3,Exposure_80,19.5,30.586,19.3,7.743,8.042,7.906,7.915
2017-08-14,20170814,550,2,1,4,Exposure_80,19.5,30.788,19.5,7.76,8.061,7.925,7.934
2017-08-14,20170814,550,2,2,5,Exposure_80,19.5,30.788,19.5,7.743,8.044,7.908,7.917
2017-08-14,20170814,550,2,3,6,Exposure_80,19.5,30.788,19.5,7.76,8.061,7.925,7.934
2017-08-14,20170814,1000,3,1,7,Exposure_80,19.5,30.755,19.7,7.473,7.774,7.638,7.647
2017-08-14,20170814,1000,3,2,8,Exposure_80,19.5,30.788,19.7,7.473,7.774,7.638,7.647
2017-08-14,20170814,1000,3,3,9,Exposure_80,19.5,30.788,19.7,7.473,7.774,7.638,7.647
2017-08-14,20170814,2800,4,1,10,Exposure_80,19.5,30.586,19,7,7.299,7.163,7.172
2017-08-14,20170814,2800,4,2,11,Exposure_80,19.5,30.586,19,7,7.299,7.163,7.172
2017-08-14,20170814,2800,4,3,12,Exposure_80,19.5,30.586,19,7,7.299,7.163,7.172
2017-08-14,20170814,1000,5,1,13,Exposure_80,19.5,30.889,19.5,7.507,7.809,7.673,7.682
2017-08-14,20170814,1000,5,2,14,Exposure_80,19.5,30.889,19.5,7.523,7.826,7.69,7.699
2017-08-14,20170814,1000,5,3,15,Exposure_80,19.5,30.889,19.5,7.523,7.826,7.69,7.699
2017-08-14,20170814,2800,6,1,16,Exposure_80,19.5,30.889,19.7,6.983,7.285,7.149,7.158
2017-08-14,20170814,2800,6,2,17,Exposure_80,19.5,30.889,19.7,6.994,7.297,7.161,7.17
2017-08-14,20170814,2800,6,3,18,Exposure_80,19.5,30.889,19.6,6.983,7.285,7.149,7.158
2017-08-16,20170816,550,1,1,1,Exposure_80,19.5,32.207,19.2,7.789,8.104,7.968,7.977
2017-08-16,20170816,550,1,2,2,Exposure_80,19.5,32.207,19.2,7.806,8.121,7.985,7.994
2017-08-16,20170816,550,1,3,3,Exposure_80,19.5,32.207,19.2,7.789,8.104,7.968,7.977
2017-08-16,20170816,550,2,1,4,Exposure_80,19.5,32.311,19.5,7.823,8.139,8.003,8.012
2017-08-16,20170816,550,2,2,5,Exposure_80,19.5,32.311,19.5,7.823,8.139,8.003,8.012
2017-08-16,20170816,550,2,3,6,Exposure_80,19.5,32.311,19.5,7.823,8.139,8.003,8.012
2017-08-16,20170816,1000,3,1,7,Exposure_80,19.5,32.207,20,7.549,7.864,7.728,7.737
2017-08-16,20170816,1000,3,2,8,Exposure_80,19.5,32.207,20,7.566,7.881,7.745,7.754
2017-08-16,20170816,1000,3,3,9,Exposure_80,19.5,32.207,20,7.549,7.864,7.728,7.737
2017-08-16,20170816,2800,4,1,10,Exposure_80,19.5,32.207,18.9,7.063,7.378,7.242,7.251
2017-08-16,20170816,2800,4,2,11,Exposure_80,19.5,32.207,18.9,7.069,7.384,7.248,7.257
2017-08-16,20170816,2800,4,3,12,Exposure_80,19.5,32.207,18.9,7.069,7.384,7.248,7.257
2017-08-16,20170816,1000,5,1,13,Exposure_80,19.5,32.311,19.2,7.549,7.865,7.729,7.738
2017-08-16,20170816,1000,5,2,14,Exposure_80,19.5,32.311,19.2,7.531,7.848,7.712,7.721
2017-08-16,20170816,1000,5,3,15,Exposure_80,19.5,32.311,19.2,7.566,7.882,7.746,7.755
2017-08-16,20170816,2800,6,1,16,Exposure_80,19.5,32.311,19.1,7.051,7.368,7.232,7.241
2017-08-16,20170816,2800,6,2,17,Exposure_80,19.5,32.311,19.2,7.069,7.385,7.249,7.258
2017-08-16,20170816,2800,6,3,18,Exposure_80,19.5,32.311,19.2,7.04,7.356,7.22,7.229
2017-08-18,20170818,550,1,1,1,Exposure_80,19.5,31.105,19.5,7.802,8.107,7.971,7.98
2017-08-18,20170818,550,1,2,2,Exposure_80,19.5,31.105,19.5,7.802,8.107,7.971,7.98
2017-08-18,20170818,550,1,3,3,Exposure_80,19.5,31.105,19.5,7.802,8.107,7.971,7.98
2017-08-18,20170818,550,2,1,4,Exposure_80,19.5,31.004,19.3,7.814,8.117,7.981,7.99
2017-08-18,20170818,550,2,2,5,Exposure_80,19.5,31.004,19.3,7.814,8.117,7.981,7.99
2017-08-18,20170818,550,2,3,6,Exposure_80,19.5,31.004,19.3,7.814,8.117,7.981,7.99
2017-08-18,20170818,1000,3,1,7,Exposure_80,19.5,30.904,19.8,7.571,7.873,7.737,7.746
2017-08-18,20170818,1000,3,2,8,Exposure_80,19.5,30.904,19.8,7.571,7.873,7.737,7.746
2017-08-18,20170818,1000,3,3,9,Exposure_80,19.5,30.904,19.8,7.571,7.873,7.737,7.746
2017-08-18,20170818,2800,4,1,10,Exposure_80,19.5,31.004,18.9,7.085,7.388,7.252,7.261
2017-08-18,20170818,2800,4,2,11,Exposure_80,19.5,31.004,18.9,7.085,7.388,7.252,7.261
2017-08-18,20170818,2800,4,3,12,Exposure_80,19.5,31.004,18.9,7.079,7.382,7.246,7.255
2017-08-18,20170818,1000,5,1,13,Exposure_80,19.5,30.904,18.9,7.582,7.884,7.748,7.757
2017-08-18,20170818,1000,5,2,14,Exposure_80,19.5,30.904,18.9,7.576,7.879,7.743,7.752
2017-08-18,20170818,1000,5,3,15,Exposure_80,19.5,30.904,18.9,7.576,7.879,7.743,7.752
2017-08-18,20170818,2800,6,1,16,Exposure_80,19.5,30.804,19.5,7.079,7.38,7.245,7.254
2017-08-18,20170818,2800,6,2,17,Exposure_80,19.5,30.804,19.5,7.085,7.386,7.25,7.259
2017-08-18,20170818,2800,6,3,18,Exposure_80,19.5,30.804,19.5,7.085,7.386,7.25,7.259
2017-08-21,20170821,550,1,1,1,Exposure_80,19.5,31.228,19.5,7.814,8.12,7.984,7.993
2017-08-21,20170821,550,1,2,2,Exposure_80,19.5,31.228,19.5,7.836,8.142,8.006,8.015
2017-08-21,20170821,550,1,3,3,Exposure_80,19.5,31.228,19.5,7.825,8.131,7.995,8.004
2017-08-21,20170821,550,2,1,4,Exposure_80,19.5,31.228,19.4,7.836,8.142,8.006,8.015
2017-08-21,20170821,550,2,2,5,Exposure_80,19.5,31.228,19.4,7.842,8.148,8.012,8.021
2017-08-21,20170821,550,2,3,6,Exposure_80,19.5,31.228,19.4,7.836,8.142,8.006,8.015
2017-08-21,20170821,1000,3,1,7,Exposure_80,19.5,31.228,19.4,7.552,7.858,7.722,7.731
2017-08-21,20170821,1000,3,2,8,Exposure_80,19.5,31.228,19.4,7.569,7.874,7.738,7.747
2017-08-21,20170821,1000,3,3,9,Exposure_80,19.5,31.228,19.4,7.569,7.874,7.738,7.747
2017-08-21,20170821,2800,4,1,10,Exposure_80,19.5,31.262,18.9,7.061,7.367,7.231,7.24
2017-08-21,20170821,2800,4,2,11,Exposure_80,19.5,31.228,18.9,7.067,7.372,7.236,7.245
2017-08-21,20170821,2800,4,3,12,Exposure_80,19.5,31.228,18.9,7.061,7.367,7.231,7.24
2017-08-21,20170821,1000,5,1,13,Exposure_80,19.5,31.228,18.9,7.569,7.874,7.738,7.747
2017-08-21,20170821,1000,5,2,14,Exposure_80,19.5,31.228,19,7.563,7.869,7.733,7.742
2017-08-21,20170821,1000,5,3,15,Exposure_80,19.5,31.228,18.9,7.569,7.874,7.738,7.747
2017-08-21,20170821,2800,6,1,16,Exposure_80,19.5,31.228,19.3,7.067,7.372,7.236,7.245
2017-08-21,20170821,2800,6,2,17,Exposure_80,19.5,31.228,19.3,7.067,7.372,7.236,7.245
2017-08-21,20170821,2800,6,3,18,Exposure_80,19.5,31.228,19.3,7.067,7.372,7.236,7.245
2017-08-23,20170823,550,1,1,1,Exposure_80,19.5,31.495,19.2,7.688,7.997,7.861,7.87
2017-08-23,20170823,550,1,2,2,Exposure_80,19.5,31.495,19.2,7.688,7.997,7.861,7.87
2017-08-23,20170823,550,1,3,3,Exposure_80,19.5,31.495,19.2,7.688,7.997,7.861,7.87
2017-08-23,20170823,550,2,1,4,Exposure_80,19.5,31.596,19,7.705,8.014,7.878,7.887
2017-08-23,20170823,550,2,2,5,Exposure_80,19.5,31.596,19,7.705,8.014,7.878,7.887
2017-08-23,20170823,550,2,3,6,Exposure_80,19.5,31.562,19,7.705,8.014,7.878,7.887
2017-08-23,20170823,1000,3,1,7,Exposure_80,19.5,31.596,19.9,7.448,7.757,7.621,7.63
2017-08-23,20170823,1000,3,2,8,Exposure_80,19.5,31.596,19.9,7.453,7.762,7.627,7.636
2017-08-23,20170823,1000,3,3,9,Exposure_80,19.5,31.562,19.9,7.448,7.757,7.621,7.63
2017-08-23,20170823,2800,4,1,10,Exposure_80,19.5,31.495,19.8,6.989,7.297,7.161,7.17
2017-08-23,20170823,2800,4,2,11,Exposure_80,19.5,31.495,19.8,6.966,7.275,7.139,7.148
2017-08-23,20170823,2800,4,3,12,Exposure_80,19.5,31.495,19.8,7,7.308,7.172,7.181
2017-08-23,20170823,1000,5,1,13,Exposure_80,19.5,31.495,19.5,7.47,7.778,7.642,7.651
2017-08-23,20170823,1000,5,2,14,Exposure_80,19.5,31.495,19.5,7.47,7.778,7.642,7.651
2017-08-23,20170823,1000,5,3,15,Exposure_80,19.5,31.495,19.5,7.47,7.778,7.642,7.651
2017-08-23,20170823,2800,6,1,16,Exposure_80,19.5,31.495,19.5,6.966,7.275,7.139,7.148
2017-08-23,20170823,2800,6,2,17,Exposure_80,19.5,31.495,19.5,6.994,7.303,7.167,7.176
2017-08-23,20170823,2800,6,3,18,Exposure_80,19.5,31.495,19.5,6.966,7.275,7.139,7.148
2017-08-25,20170825,550,1,1,1,Exposure_80,19.5,31.484,19,7.734,8.042,7.906,7.915
2017-08-25,20170825,550,1,2,2,Exposure_80,19.5,31.484,19,7.751,8.059,7.924,7.933
2017-08-25,20170825,550,1,3,3,Exposure_80,19.5,31.484,19,7.746,8.054,7.918,7.927
2017-08-25,20170825,550,2,1,4,Exposure_80,19.5,31.653,19.4,7.751,8.061,7.925,7.934
2017-08-25,20170825,550,2,2,5,Exposure_80,19.5,31.585,19.5,7.751,8.06,7.925,7.934
2017-08-25,20170825,550,2,3,6,Exposure_80,19.5,31.619,19.6,7.751,8.061,7.925,7.934
2017-08-25,20170825,1000,3,1,7,Exposure_80,19.5,31.552,19.5,7.528,7.836,7.7,7.709
2017-08-25,20170825,1000,3,2,8,Exposure_80,19.5,31.552,19.6,7.511,7.819,7.683,7.692
2017-08-25,20170825,1000,3,3,9,Exposure_80,19.5,31.552,19.6,7.539,7.848,7.712,7.721
2017-08-25,20170825,2800,4,1,10,Exposure_80,19.5,31.687,19.7,7.029,7.339,7.203,7.212
2017-08-25,20170825,2800,4,2,11,Exposure_80,19.5,31.619,19.7,7.046,7.355,7.219,7.228
2017-08-25,20170825,2800,4,3,12,Exposure_80,19.5,31.687,19.7,7.04,7.35,7.214,7.223
2017-08-25,20170825,1000,5,1,13,Exposure_80,19.5,31.484,19.5,7.516,7.824,7.688,7.697
2017-08-25,20170825,1000,5,2,14,Exposure_80,19.5,31.552,19.6,7.528,7.836,7.7,7.709
2017-08-25,20170825,1000,5,3,15,Exposure_80,19.5,31.518,19.6,7.528,7.836,7.7,7.709
2017-08-25,20170825,2800,6,1,16,Exposure_80,19.5,31.653,19.5,7.029,7.338,7.202,7.211
2017-08-25,20170825,2800,6,2,17,Exposure_80,19.5,31.653,19.5,7.034,7.344,7.208,7.217
2017-08-25,20170825,2800,6,3,18,Exposure_80,19.5,31.687,19.4,7.011,7.322,7.186,7.195
