Date,Date_WQ,PCO2,Shelf,Tank,TankID,Date_VINDTA,acclimation_experimental,Exp_Temp,Time,Sal_AVG,Sal_Cert_Correction,Sal_Corr,mV_AVG,Temperature,Sal_Std_AVG,Sal_CRM_Cert,pH_7_Std_AVG,pH_10_Std_AVG,pH_Slope,pH_Intercept,pH_CRM_Std_AVG,pH_CRM_AVG,pH_CRM_Cert_NBS,pH_NBSperSalUnit,pH_CRM_CertSW,pH_CRM_Diff_SW,pH_CRM_CertTotal,pH_CRM_Diff_Total,pH_scaleFree,pH_NBS,pH_SW,pH_Total
2017-06-05,20170605,2800,6,1,16,20170605,Exposure_09,17,10:22 AM,29.90,0.980,30.523,-25.667,17.6,32.667,33.347,-21.667,-199.000,-0.017,6.633,-66.333,7.756,8.071,0.009,7.940,-0.130,7.949,-0.122,7.068,7.358,7.227,7.236
2017-06-05,20170605,2800,6,2,17,20170605,Exposure_09,17,10:22 AM,29.90,0.980,30.523,-27.000,17.6,32.667,33.347,-21.667,-199.000,-0.017,6.633,-66.333,7.756,8.071,0.009,7.940,-0.130,7.949,-0.122,7.090,7.380,7.250,7.258
2017-06-05,20170605,2800,6,3,18,20170605,Exposure_09,17,10:22 AM,29.90,0.980,30.523,-27.333,17.6,32.667,33.347,-21.667,-199.000,-0.017,6.633,-66.333,7.756,8.071,0.009,7.940,-0.130,7.949,-0.122,7.096,7.386,7.255,7.264
2017-06-06,20170606,550,1,1,1,20170606,Exposure_09,17,10:00 AM,29.80,0.993,30.022,-69.333,17.1,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.802,8.087,7.957,7.965
2017-06-06,20170606,550,1,2,2,20170606,Exposure_09,17,10:00 AM,29.90,0.993,30.123,-69.000,17.1,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.796,8.082,7.952,7.961
2017-06-06,20170606,550,1,3,3,20170606,Exposure_09,17,10:00 AM,29.90,0.993,30.123,-68.667,17.1,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.791,8.077,7.946,7.955
2017-06-06,20170606,550,2,1,4,20170606,Exposure_09,17,10:00 AM,30.07,0.993,30.291,-71.333,17.8,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.836,8.123,7.993,8.001
2017-06-06,20170606,550,2,2,5,20170606,Exposure_09,17,10:00 AM,30.00,0.993,30.224,-70.667,17.8,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.824,8.111,7.981,7.990
2017-06-06,20170606,550,2,3,6,20170606,Exposure_09,17,10:00 AM,29.97,0.993,30.190,-71.000,17.9,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.830,8.117,7.986,7.995
2017-06-06,20170606,1000,3,1,7,20170606,Exposure_09,17,10:00 AM,29.93,0.993,30.157,-51.667,17,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.505,7.791,7.661,7.669
2017-06-06,20170606,1000,3,2,8,20170606,Exposure_09,17,10:00 AM,29.93,0.993,30.157,-51.667,17.5,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.505,7.791,7.661,7.669
2017-06-06,20170606,1000,3,3,9,20170606,Exposure_09,17,10:00 AM,29.90,0.993,30.123,-52.000,17.5,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.510,7.796,7.666,7.675
2017-06-06,20170606,2800,4,1,10,20170606,Exposure_09,17,10:00 AM,29.97,0.993,30.190,-26.667,17,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.084,7.371,7.240,7.249
2017-06-06,20170606,2800,4,2,11,20170606,Exposure_09,17,10:00 AM,29.93,0.993,30.157,-27.333,17,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.095,7.382,7.251,7.260
2017-06-06,20170606,2800,4,3,12,20170606,Exposure_09,17,10:00 AM,29.90,0.993,30.123,-27.333,17.1,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.095,7.381,7.251,7.260
2017-06-06,20170606,1000,5,1,13,20170606,Exposure_09,17,10:00 AM,30.00,0.993,30.224,-54.667,18,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.555,7.842,7.712,7.720
2017-06-06,20170606,1000,5,2,14,20170606,Exposure_09,17,10:00 AM,30.00,0.993,30.224,-53.000,18.5,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.527,7.814,7.684,7.692
2017-06-06,20170606,1000,5,3,15,20170606,Exposure_09,17,10:00 AM,29.90,0.993,30.123,-54.333,18.5,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.550,7.836,7.705,7.714
2017-06-06,20170606,2800,6,1,16,20170606,Exposure_09,17,10:00 AM,29.93,0.993,30.157,-27.333,17.8,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.095,7.382,7.251,7.260
2017-06-06,20170606,2800,6,2,17,20170606,Exposure_09,17,10:00 AM,30.00,0.993,30.224,-27.000,17.5,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.090,7.377,7.246,7.255
2017-06-06,20170606,2800,6,3,18,20170606,Exposure_09,17,10:00 AM,29.90,0.993,30.123,-27.000,17.5,33.100,33.347,-21.667,-200.000,-0.017,6.636,-65.000,7.729,8.071,0.009,7.940,-0.130,7.949,-0.122,7.090,7.376,7.245,7.254
2017-06-07,20170607,550,1,1,1,20170607,Exposure_09,17,10:45 AM,29.50,0.985,29.962,-68.667,17.3,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.769,8.053,7.923,7.932
2017-06-07,20170607,550,1,2,2,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-72.667,17.3,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.837,8.123,7.992,8.001
2017-06-07,20170607,550,1,3,3,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-69.667,17.3,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.786,8.071,7.941,7.950
2017-06-07,20170607,550,2,1,4,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-67.333,16.7,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.746,8.032,7.901,7.910
2017-06-07,20170607,550,2,2,5,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-69.000,16.8,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.775,8.060,7.930,7.938
2017-06-07,20170607,550,2,3,6,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-67.333,16.8,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.746,8.032,7.901,7.910
2017-06-07,20170607,1000,3,1,7,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-49.333,16.8,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.440,7.725,7.595,7.603
2017-06-07,20170607,1000,3,2,8,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-49.000,16.9,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.434,7.719,7.589,7.598
2017-06-07,20170607,1000,3,3,9,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-49.667,16.9,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.445,7.731,7.600,7.609
2017-06-07,20170607,2800,4,1,10,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-26.333,17.1,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.048,7.333,7.203,7.212
2017-06-07,20170607,2800,4,2,11,20170607,Exposure_09,17,10:45 AM,29.63,0.985,30.097,-24.333,17.1,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.014,7.300,7.169,7.178
2017-06-07,20170607,2800,4,3,12,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-25.000,17.1,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.025,7.311,7.180,7.189
2017-06-07,20170607,1000,5,1,13,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-56.667,17,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.565,7.850,7.720,7.728
2017-06-07,20170607,1000,5,2,14,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-57.000,17,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.570,7.856,7.725,7.734
2017-06-07,20170607,1000,5,3,15,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-57.667,17,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.582,7.867,7.737,7.745
2017-06-07,20170607,2800,6,1,16,20170607,Exposure_09,17,10:45 AM,29.67,0.985,30.131,-32.667,16.8,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.156,7.442,7.311,7.320
2017-06-07,20170607,2800,6,2,17,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-31.333,16.7,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.133,7.419,7.288,7.297
2017-06-07,20170607,2800,6,3,18,20170607,Exposure_09,17,10:45 AM,29.60,0.985,30.063,-30.000,16.7,32.833,33.347,-33.000,-213.000,-0.017,6.599,-74.333,7.865,8.071,0.009,7.940,-0.130,7.949,-0.122,7.110,7.396,7.265,7.274
2017-06-09,20170609,550,1,1,1,20170609,Exposure_09,17,10:00 AM,29.57,0.984,30.060,-79.000,17.4,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.925,8.211,8.080,8.089
2017-06-09,20170609,550,1,2,2,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-79.000,17.4,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.925,8.211,8.081,8.089
2017-06-09,20170609,550,1,3,3,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-79.000,17.4,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.925,8.211,8.081,8.089
2017-06-09,20170609,550,2,1,4,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-80.333,17.2,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.948,8.234,8.104,8.112
2017-06-09,20170609,550,2,2,5,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-79.333,17.2,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.931,8.217,8.086,8.095
2017-06-09,20170609,550,2,3,6,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-80.333,17.2,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.948,8.234,8.104,8.112
2017-06-09,20170609,1000,3,1,7,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-62.000,16.9,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.632,7.918,7.787,7.796
2017-06-09,20170609,1000,3,2,8,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-62.000,16.9,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.632,7.918,7.787,7.796
2017-06-09,20170609,1000,3,3,9,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-61.667,16.9,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.626,7.912,7.782,7.790
2017-06-09,20170609,2800,4,1,10,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-40.000,17.5,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.253,7.539,7.408,7.417
2017-06-09,20170609,2800,4,2,11,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-38.000,17.5,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.218,7.504,7.374,7.382
2017-06-09,20170609,2800,4,3,12,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-39.333,17.5,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.241,7.527,7.397,7.405
2017-06-09,20170609,1000,5,1,13,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-66.000,17.4,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.701,7.987,7.856,7.865
2017-06-09,20170609,1000,5,2,14,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-65.000,17.4,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.684,7.970,7.839,7.848
2017-06-09,20170609,1000,5,3,15,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-64.667,17.4,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.678,7.964,7.833,7.842
2017-06-09,20170609,2800,6,1,16,20170609,Exposure_09,17,10:00 AM,29.63,0.984,30.128,-40.667,17,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.264,7.551,7.420,7.429
2017-06-09,20170609,2800,6,2,17,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-41.000,17,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.270,7.556,7.425,7.434
2017-06-09,20170609,2800,6,3,18,20170609,Exposure_09,17,10:00 AM,29.60,0.984,30.094,-40.000,17,32.800,33.347,-25.333,-199.333,-0.017,6.563,-73.000,7.822,8.071,0.009,7.940,-0.130,7.949,-0.122,7.253,7.539,7.408,7.417
2017-06-12,20170612,550,1,1,1,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-78.000,17.5,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.809,8.097,7.966,7.975
2017-06-12,20170612,550,1,2,2,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-77.667,17.5,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.803,8.091,7.960,7.969
2017-06-12,20170612,550,1,3,3,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-79.000,17.5,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.826,8.114,7.983,7.992
2017-06-12,20170612,550,2,1,4,20170612,Exposure_09,17,10:45 AM,29.73,0.984,30.229,-78.000,17.8,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.809,8.096,7.965,7.974
2017-06-12,20170612,550,2,2,5,20170612,Exposure_09,17,10:45 AM,29.77,0.984,30.263,-78.667,17.8,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.820,8.108,7.977,7.986
2017-06-12,20170612,550,2,3,6,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-78.667,17.8,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.820,8.108,7.978,7.986
2017-06-12,20170612,1000,3,1,7,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-61.000,17.2,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.516,7.804,7.673,7.682
2017-06-12,20170612,1000,3,2,8,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-60.000,17.2,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.499,7.787,7.656,7.665
2017-06-12,20170612,1000,3,3,9,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-61.000,17.2,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.516,7.804,7.673,7.682
2017-06-12,20170612,2800,4,1,10,20170612,Exposure_09,17,10:45 AM,29.83,0.984,30.331,-40.000,17.7,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.155,7.443,7.312,7.321
2017-06-12,20170612,2800,4,2,11,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-39.000,17.7,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.138,7.425,7.295,7.304
2017-06-12,20170612,2800,4,3,12,20170612,Exposure_09,17,10:45 AM,29.87,0.984,30.365,-39.333,17.7,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.143,7.432,7.301,7.310
2017-06-12,20170612,1000,5,1,13,20170612,Exposure_09,17,10:45 AM,29.70,0.984,30.195,-63.667,17.9,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.562,7.849,7.718,7.727
2017-06-12,20170612,1000,5,2,14,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-63.667,17.9,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.562,7.850,7.719,7.728
2017-06-12,20170612,1000,5,3,15,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-64.000,17.9,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.568,7.856,7.725,7.734
2017-06-12,20170612,2800,6,1,16,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-42.000,17.1,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.189,7.477,7.347,7.355
2017-06-12,20170612,2800,6,2,17,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-41.000,17.1,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.172,7.460,7.329,7.338
2017-06-12,20170612,2800,6,3,18,20170612,Exposure_09,17,10:45 AM,29.80,0.984,30.297,-40.000,17.1,32.800,33.347,-31.000,-205.333,-0.017,6.467,-86.333,7.952,8.071,0.009,7.940,-0.130,7.949,-0.122,7.155,7.443,7.312,7.321
2017-06-14,20170614,550,1,1,1,20170614,Exposure_09,17,1:20 PM,30.20,0.993,30.425,-78.667,16.7,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.804,8.093,7.962,7.971
2017-06-14,20170614,550,1,2,2,20170614,Exposure_09,17,1:20 PM,30.33,0.993,30.560,-79.000,16.8,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.809,8.100,7.969,7.978
2017-06-14,20170614,550,1,3,3,20170614,Exposure_09,17,1:20 PM,30.33,0.993,30.560,-79.000,16.8,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.809,8.100,7.969,7.978
2017-06-14,20170614,550,2,1,4,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-79.000,16.6,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.809,8.099,7.969,7.978
2017-06-14,20170614,550,2,2,5,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-79.000,16.6,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.809,8.099,7.969,7.978
2017-06-14,20170614,550,2,3,6,20170614,Exposure_09,17,1:20 PM,30.40,0.993,30.627,-79.000,16.6,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.809,8.100,7.970,7.979
2017-06-14,20170614,1000,3,1,7,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-62.667,16.8,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.532,7.822,7.691,7.700
2017-06-14,20170614,1000,3,2,8,20170614,Exposure_09,17,1:20 PM,30.27,0.993,30.493,-63.333,16.7,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.543,7.833,7.703,7.711
2017-06-14,20170614,1000,3,3,9,20170614,Exposure_09,17,1:20 PM,30.40,0.993,30.627,-61.333,16.7,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.509,7.800,7.670,7.679
2017-06-14,20170614,2800,4,1,10,20170614,Exposure_09,17,1:20 PM,30.27,0.993,30.493,-40.333,16.7,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.153,7.442,7.312,7.321
2017-06-14,20170614,2800,4,2,11,20170614,Exposure_09,17,1:20 PM,30.33,0.993,30.560,-40.000,16.7,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.147,7.437,7.307,7.316
2017-06-14,20170614,2800,4,3,12,20170614,Exposure_09,17,1:20 PM,30.27,0.993,30.493,-42.000,16.6,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.181,7.471,7.340,7.349
2017-06-14,20170614,1000,5,1,13,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-63.667,17,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.549,7.839,7.708,7.717
2017-06-14,20170614,1000,5,2,14,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-65.000,16.9,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.572,7.862,7.731,7.740
2017-06-14,20170614,1000,5,3,15,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-65.000,16.9,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.572,7.862,7.731,7.740
2017-06-14,20170614,2800,6,1,16,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-43.333,16.8,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.204,7.494,7.363,7.372
2017-06-14,20170614,2800,6,2,17,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-41.000,16.8,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.164,7.454,7.324,7.332
2017-06-14,20170614,2800,6,3,18,20170614,Exposure_09,17,1:20 PM,30.30,0.993,30.526,-43.667,16.8,33.100,33.347,-31.333,-208.000,-0.017,6.468,-71.667,7.685,8.071,0.009,7.940,-0.130,7.949,-0.122,7.209,7.499,7.369,7.378
2017-06-16,20170616,550,1,1,1,20170616,Exposure_80,17,10:00 AM,30.00,0.990,30.315,-80.000,17.6,33.000,33.347,-28.000,-203.333,-0.017,6.521,-64.000,7.616,8.071,0.009,7.940,-0.130,7.949,-0.122,7.890,8.178,8.047,8.056
2017-06-16,20170616,550,1,2,2,20170616,Exposure_80,17,10:00 AM,30.10,0.990,30.417,-80.667,17.6,33.000,33.347,-28.000,-203.333,-0.017,6.521,-64.000,7.616,8.071,0.009,7.940,-0.130,7.949,-0.122,7.901,8.190,8.060,8.068
2017-06-16,20170616,550,1,3,3,20170616,Exposure_80,17,10:00 AM,30.10,0.990,30.417,-80.000,17.6,33.000,33.347,-28.000,-203.333,-0.017,6.521,-64.000,7.616,8.071,0.009,7.940,-0.130,7.949,-0.122,7.890,8.179,8.048,8.057
2017-06-16,20170616,550,2,1,4,20170616,Exposure_80,17,10:00 AM,30.13,0.990,30.450,-80.000,17,33.000,33.347,-28.000,-203.333,-0.017,6.521,-64.000,7.616,8.071,0.009,7.940,-0.130,7.949,-0.122,7.890,8.179,8.048,8.057
2017-06-16,20170616,550,2,2,5,20170616,Exposure_80,17,10:00 AM,30.10,0.990,30.417,-81.000,17,33.000,33.347,-28.000,-203.333,-0.017,6.521,-64.000,7.616,8.071,0.009,7.940,-0.130,7.949,-0.122,7.907,8.196,8.065,8.074
2017-06-16,20170616,550,2,3,6,20170616,Exposure_80,17,10:00 AM,30.10,0.990,30.417,-81.000,17,33.000,33.347,-28.000,-203.333,-0.017,6.521,-64.000,7.616,8.071,0.009,7.940,-0.130,7.949,-0.122,7.907,8.196,8.065,8.074
