Date,TankID,Temp_Complete,Sal_Complete,CT_Complete,AT_Complete,pH_Complete,pCO2_Complete,CaSat_Complete,ArgSat_Complete,Temp_2W,Sal_2W,pH_NBS_2W,pH_scaleFree_2W,Temp_Cal,Sal_Cal,CT_Cal,AT_Cal,pH_Cal,pCO2_Cal,CaSat_Cal,ArgSat_Cal
2017-06-05,14,17.4333333333333,30.18105311,1936.73093,2056.13476933333,7.822,686.7,2.42333333333333,1.54333333333333,17.2666666666667,30.01252958,8.00329,7.706335,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,14,17.425,30.15919837,1718.35958425,2054.95187175,7.81525,692.25,2.38,1.5175,17.6,30.04209974,7.91585428571429,7.61860571428571,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,14,17.4333333333333,30.18105311,1936.73093,2056.13476933333,7.822,686.7,2.42333333333333,1.54333333333333,17.5166666666667,30.0291327216667,7.94686166666667,7.64974,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-24,15,17.4714285714286,30.5770999914286,2000.646325,2091.71662542857,7.76157142857143,818.357142857143,2.20142857142857,1.40857142857143,18.2285714285714,30.9662019385714,7.85283714285714,7.54645,17.3,30.35038203,1971.0922438,2072.2496092,7.8108,708.04,2.378,1.52
2017-08-23,15,17.7888888888889,30.6639690811111,2009.75755644444,2102.60276544444,7.75372555555556,832.966566666667,2.19995222222222,1.40887888888889,19.2285714285714,31.0810918985714,7.84091428571429,7.53338857142857,17.3,30.35038203,1971.0922438,2072.2496092,7.8108,708.04,2.378,1.52
2017-06-26,15,17.3,30.35038203,1971.0922438,2072.2496092,7.8108,708.04,2.378,1.52,17.0714285714286,30.7052360714286,7.95661,7.65280571428571,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,15,17.4333333333333,30.1922022233333,1938.797574,2057.035177,7.81666666666667,708.166666666667,2.41333333333333,1.54333333333333,17.2833333333333,30.0067280366667,8.00230166666667,7.70540833333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,15,17.425,30.167560205,1955.72252,2052.49974125,7.8105,708.55,2.365,1.5125,17.6142857142857,30.0372734014286,7.92064142857143,7.62344428571429,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,15,17.4333333333333,30.1922022233333,1938.797574,2057.035177,7.81666666666667,708.166666666667,2.41333333333333,1.54333333333333,17.5333333333333,30.0235019933333,7.95146333333333,7.65440333333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-24,16,17.375,30.6523349625,2128.009637625,2122.475032,7.415625,2253.425,1.255,0.8025,18.5714285714286,31.0090909871429,7.34348,7.03666857142857,17.0166666666667,30.4884816516667,2089.97640283333,2102.9800495,7.47883333333333,1989.66666666667,1.42333333333333,0.91
2017-08-23,16,17.69,30.708805809,2159.2648018,2142.2657323,7.376498,2432.6825,1.157103,0.740293,19.3428571428571,31.0715714128571,7.34091428571429,7.03348571428571,17.0166666666667,30.4884816516667,2089.97640283333,2102.9800495,7.47883333333333,1989.66666666667,1.42333333333333,0.91
2017-06-26,16,16.96,30.323611382,2065.8060466,2086.644227,7.5058,1931.9,1.522,0.972,16.9428571428571,30.6909445,7.58833285714286,7.28466857142857,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,16,17.0333333333333,30.13628807,1990.82273566667,2069.54518633333,7.69166666666667,1266.5,2.08666666666667,1.33,17.0166666666667,29.9901414633333,7.91488333333333,7.61815333333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,16,17.025,30.134096895,2027.39366975,2066.4885755,7.56425,1743.775,1.7125,1.0925,17.1428571428571,30.0422359971429,7.61090857142857,7.31366285714286,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,16,17.0333333333333,30.13628807,1990.82273566667,2069.54518633333,7.69166666666667,1266.5,2.08666666666667,1.33,17.1166666666667,29.99555058,7.78823333333333,7.49144833333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-24,17,17.375,30.669054075,2119.60080375,2124.914672375,7.447125,2081.0125,1.335,0.8525,18.5571428571429,31.0186282385714,7.35001428571429,7.04310571428571,17.0333333333333,30.5107738016667,2085.40671233333,2106.81605483333,7.50233333333333,1875.28333333333,1.49666666666667,0.955
2017-08-23,17,17.69,30.718811705,2150.5038943,2137.2588114,7.388432,2402.8969,1.199994,0.766795,19.3571428571429,31.0667579928571,7.35363285714286,7.04625,17.0333333333333,30.5107738016667,2085.40671233333,2106.81605483333,7.50233333333333,1875.28333333333,1.49666666666667,0.955
2017-06-26,17,16.98,30.343692562,2061.890204,2091.4206704,7.5296,1818.24,1.6,1.02,16.9428571428571,30.7148600257143,7.58768285714286,7.28378142857143,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,17,17.0666666666667,30.18105311,1989.29416366667,2073.610412,7.70466666666667,1254.36666666667,2.17333333333333,1.38666666666667,16.9666666666667,30.0069494266667,7.91323833333333,7.61634333333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,17,17.05,30.15919837,2023.32116575,2070.910607,7.58675,1645.375,1.795,1.145,17.0571428571429,30.0373167514286,7.60681,7.30961285714286,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,17,17.0666666666667,30.18105311,1989.29416366667,2073.610412,7.70466666666667,1254.36666666667,2.17333333333333,1.38666666666667,17.0166666666667,30.0235525683333,7.787615,7.49055666666667,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-24,18,17.375,30.6690666175,2135.34711825,2123.449977375,7.396875,2379.9375,1.22,0.77875,18.5714285714286,30.9852478585714,7.34167,7.03509428571429,17.0166666666667,30.510790525,2092.25457533333,2102.56594516667,7.47,2033.48333333333,1.40333333333333,0.895
2017-08-23,18,17.69,30.718821739,2165.8151665,2142.2461143,7.357413,2564.7791,1.121971,0.716208,19.3428571428571,31.0667579928571,7.33926285714286,7.03188,17.0166666666667,30.510790525,2092.25457533333,2102.56594516667,7.47,2033.48333333333,1.40333333333333,0.895
2017-06-26,18,16.96,30.35038203,2060.4709552,2086.1654312,7.5196,1830.46,1.542,0.984,16.9571428571429,30.7148023971429,7.58349142857143,7.27959142857143,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,18,17.0333333333333,30.1922022233333,1990.98177666667,2068.91871866667,7.68833333333333,1280.7,2.08,1.32666666666667,16.95,30.0069494266667,7.91139666666667,7.6145,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,18,17.025,30.167560205,2020.7097635,2066.0940325,7.58225,1612.9,1.7375,1.1075,17.0571428571429,30.0229244342857,7.59691,7.29985428571429,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,18,17.0333333333333,30.1922022233333,1990.98177666667,2068.91871866667,7.68833333333333,1280.7,2.08,1.32666666666667,17.0166666666667,30.0067615316667,7.78653333333333,7.48963833333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-24,1,17.65,30.8159819066667,1966.092835,2116.42481816667,7.88816666666667,585.65,2.88333333333333,1.84666666666667,17.9571428571429,30.8468998528571,8.12975428571429,7.82454428571429,17.525,30.6770607,1937.4437025,2100.6777935,7.928,513.55,3.0575,1.9575
2017-08-23,1,18.0375,30.8538030375,1970.20422275,2123.739072875,7.88925,583.175,2.93875,1.88375,19.3571428571429,31.0091739828571,8.07052428571429,7.76371285714286,17.525,30.6770607,1937.4437025,2100.6777935,7.928,513.55,3.0575,1.9575
2017-06-26,1,17.5666666666667,30.4873679333333,1925.26143133333,2082.21875166667,7.917,524.666666666667,2.96,1.89333333333333,17.0857142857143,30.6288025471429,8.20275142857143,7.89970285714286,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,1,18.2,30.42063061,1902.416601,2073.010291,7.943,487.2,3.17,2.03,17.3,29.9172574266667,8.02345666666667,7.72744833333333,NA,NA,NA,NA,NA,NA,NA,NA
