NC_035780.1	99840	106460	0.7800605147	0.7925070696	0.7567323785	0.7854237727	0.7864727143	0.212337268	0.08140029014	-0.01768484281	-0.03577469111	0.001048941562
NC_035780.1	258108	272839	0.8390312935	0.8406472151	0.8316089409	0.8476936985	0.8376190536	0.1839481746	0.08551037488	-0.00923616485	-0.009038274163	-0.01007464494
NC_035780.1	273173	278473	0.7922116163	0.8030448746	0.7987372468	0.7722802686	0.791462184	0.2275312045	0.07045169494	0.006038752611	-0.004307627795	0.01918191538
NC_035780.1	281547	293861	0.8193076003	0.8278497387	0.8067339813	0.8313958559	0.8132655346	0.1400998541	0.07321563242	-0.01946185223	-0.0211157575	-0.01813032125
NC_035780.1	297131	311654	0.8708777486	0.8555534549	0.8720167857	0.8832358718	0.8747645693	0.1372764788	0.04974872133	0.0052543058	0.0164633308	-0.008471302561
NC_035780.1	315522	340261	0.8590999161	0.8595916659	0.8552654202	0.8663109	0.8564335088	0.1000099758	0.04447136976	-0.006796398708	-0.004326245712	-0.009877391169
NC_035780.1	341638	349379	0.7698638559	0.7640081204	0.775099284	0.7764209036	0.7650199569	0.1963384999	0.06616347041	0.0004093259029	0.01109116358	-0.0114009466
NC_035780.1	349425	360957	0.7899411486	0.7792031235	0.7829094806	0.8473561572	0.7598650012	0.3859024863	0.1446840391	-0.03879453428	0.00370635712	-0.087491156
NC_035780.1	372174	376974	0.6339817112	0.829143072	0.6876368756	0.4960522387	0.500106413	0.1756329193	0.2563047356	-0.08386650347	-0.1415061964	0.004054174301
NC_035780.1	380454	392035	0.6483781788	0.6379560534	0.6240332513	0.6724474354	0.6630875179	0.454796241	0.1277284614	-0.01007356972	-0.0139228021	-0.009359917509
NC_035780.1	394983	409280	0.8225236301	0.8220526746	0.8207509574	0.8254962455	0.8222900787	0.1697910031	0.08601840819	-0.002097416084	-0.00130171723	-0.003206166836
NC_035780.1	409477	415627	0.8303690672	0.8189110865	0.8169014311	0.8409904136	0.8464435619	0.2090520525	0.08706225212	0.002725352204	-0.002009655389	0.00545314824
NC_035780.1	544088	573497	0.7462166856	0.735943701	0.7434024534	0.7688925937	0.7404073123	0.2989387039	0.1169315324	-0.00901558757	0.007458752389	-0.02848528141
NC_035780.1	573630	585444	0.7844644807	0.7889173021	0.7811502769	0.7854177096	0.7825315057	0.2492142804	0.1019557059	-0.005485686972	-0.007767025246	-0.002886203922
